,Unnamed: 0,Job Title,role_code,Category,Industry,Average/Salary Per Year
6324,10153,technology architect,11655,Finance and Insurance,Banking,2400000.0
6325,10165,desktop support specialist,2949,Wholesale Trade,"e-Commerce, Business to Business (B2B)",672000.0
6326,10176,senior systems engineer,10028,Wholesale Trade,"Fast-moving Consumer Goods, Wholesale",3286000.0
6346,10218,teacher assistant,11303,Education,Education,815400.0
6366,10272,data entry specialist,2759,Transportation and Warehousing,"Shipping, Transportation, Warehousing, or Logistics",720000.0
6389,10322,software consultant,10362,Professional Services,Consulting,1800000.0
6412,10361,director of operations,3061,Manufacturing,Semiconductor Chip Manufacturing,5000000.0
6419,10376,chief pharmacist,1742,Wholesale Trade,Wholesale Distribution,120000.0
6444,10429,operations team leader,7075,Finance and Insurance,Investment Banking,952000.0
6464,10458,merchandising assistant,6648,Retail and Customer Service,Department Store,276000.0
6482,10484,customer care executive,2468,Retail and Customer Service,"Cosmetics, Beauty Supplies or Perfume Store",803400.0
6487,10494,training supervisor,11883,Finance and Insurance,Health Insurance,888000.0
6491,10508,software programmer,10448,Technology,Entertainment or Video Game Software Development,2000000.0
6495,10513,employee relations manager,3252,Professional Services,Call Center,1000000.0
6503,10525,medical transcriptionist,6626,Technology,Information Technology (IT) Services,435000.0
6540,10627,food server,3734,Accommodation and Food Services,Casino and Resort,240000.0
6544,10640,help desk technician,4324,Professional Services,Online Classified Advertisements,336000.0
6556,10675,relationship manager,8601,Finance and Insurance,Private Bank,1050000.0
6578,10729,import coordinator,5076,Transportation and Warehousing,"Shipping, Transportation, Warehousing, or Logistics",120000.0
6582,10745,territory sales manager,11738,Manufacturing,Food and Beverage Manufacturing,2400000.0
6586,10754,workforce management analyst,12328,Finance and Insurance,Health Insurance,1110000.0
6600,10785,data science manager,2798,Technology,Network and Communications Services,2000000.0
6608,10801,software specialist,10464,Technology,Information Technology (IT) Services,1157000.0
6631,10839,retail sales assistant,8762,Finance and Insurance,Banking,240000.0
6633,10842,regulatory affairs associate,8591,Wholesale Trade,"Medical Devices, Wholesale",600000.0
6634,10843,hospital pharmacist,4363,Health Care,Hospital,283060.0
6641,10887,travel consultant,11939,Finance and Insurance,Financial Services,429000.0
6724,11084,software analyst,10357,Technology,Software Development,624000.0
6729,11105,quality manager,8263,Transportation and Warehousing,"Shipping, Transportation, Warehousing, or Logistics",1680000.0
6746,11130,materials engineer,6572,Manufacturing,Manufacturing,420000.0
6772,11175,administrative supervisor,309,Wholesale Trade,"Industrial Machinery or Equipment, Wholesale",480000.0
6798,11229,web specialist,12258,Manufacturing,Manufacturing,873600.0
6803,11242,operations director,6993,Professional Services,Human Resources (HR) Consulting Services,6397055.0
6806,11245,quality assurance supervisor,8211,Education,Education,768000.0
6956,11659,security analyst,9183,Technology,Enterprise Resource Planning (ERP) Software Development,1400000.0
7021,11797,strategy consultant,10868,Professional Services,Architectural Services,2400000.0
7044,11870,senior sap consultant,9893,Retail and Customer Service,Retail,2400000.0
7076,11943,corporate trainer,2290,Finance and Insurance,Credit Card Merchant Services,671905.0
7097,11994,customer support specialist,2682,Professional Services,"Marketing, Advertising, and Media Management",600000.0
7104,12001,communications associate,1957,Finance and Insurance,Financial Services,600000.0
7167,12158,corporate account manager,2208,Manufacturing,Cleaning Products Manufacturing,2400000.0
7206,12259,assistant principal,715,Agriculture and Forestry,Agriculture,360000.0
7240,12331,revenue analyst,8777,Transportation and Warehousing,Commercial Aviation or Airline,918000.0
7296,12460,maintenance technician,6234,Government,Government,696000.0
7301,12465,senior application developer,9271,Engineering and Sciences,Business Process Outsourcing,548600.0
7305,12472,c# developer,1522,Technology,Information Technology (IT) Services,720000.0
7333,12520,web programmer,12255,Real Estate,Real Estate Property Management,450000.0
7347,12547,caregiver,1592,Health Care,Medical Office,60000.0
7351,12552,application support analyst,502,Professional Services,"Marketing, Advertising, and Media Management",1040000.0
7355,12558,salesforce administrator,8954,Manufacturing,Manufacturing,1608000.0
7379,12601,php web developer,7339,Nonprofits,Social Services,704604.0
7409,12662,implementation specialist,5073,Professional Services,Hotel Management,800000.0
7413,12673,healthcare recruiter,4315,Finance and Insurance,Health Insurance,180000.0
7414,12674,business development associate,1369,Technology,Financial Services Software Development,660000.0
7448,12774,social media manager,10348,Professional Services,Multichannel Marketing,715000.0
7465,12823,travel agent,11937,Professional Services,Travel and Hospitality Services,180000.0
7496,12890,senior mobile developer,9710,Technology,Software as a Service (SaaS) Development,576000.0
7511,12925,medical coder,6614,Health Care,Medical Office,1000000.0
7529,12970,technology manager,11688,Finance and Insurance,Banking,1200000.0
7550,13027,underwriting assistant,12003,Finance and Insurance,Property and Casualty Insurance,250000.0
7578,13090,administrative coordinator,299,Real Estate,Real Estate,480000.0
7649,13270,ui developer,11993,Engineering and Sciences,Information Technology (IT) Consulting,1000000.0
7665,13305,clinical pharmacist,1823,Manufacturing,Pharmaceutical Manufacturing,500000.0
7681,13359,technical analyst,11454,Transportation and Warehousing,Marine Cargo Handling,1008000.0
7711,13414,baker,1146,Manufacturing,Food and Beverage Manufacturing,360000.0
7734,13472,technical support supervisor,11627,Professional Services,Business Consulting,1040000.0
7772,13561,cashier,1613,Finance and Insurance,Savings Bank,372000.0
7810,13645,test analyst,11741,Technology,Information Technology (IT) Systems Design or Integration,800000.0
7814,13662,script writer,9151,Engineering and Sciences,Business Process Outsourcing,216000.0
7826,13697,loan processor,6151,Finance and Insurance,Banking,530000.0
7827,13701,technical delivery manager,11485,Professional Services,Travel or Hotel Reservation Services,1520000.0
7835,13714,financial analysis manager,3632,Energy and Utilities,Energy or Utilities,1711125.0
7838,13718,investment officer,5426,Finance and Insurance,Banking,2800000.0
7852,13738,concierge,2041,Accommodation and Food Services,Hotel,400000.0
7890,13804,policy analyst,7396,Education,Education,293940.0
7895,13814,asset protection specialist,592,Technology,Telecommunications,462000.0
7896,13816,security officer,9191,Finance and Insurance,Financial Services,900000.0
7919,13858,product analyst,7671,Technology,Software as a Service (SaaS) Development,684000.0
7929,13875,personal banker,7292,Finance and Insurance,Banking,400000.0
7947,13917,account coordinator,56,Professional Services,Creative Design,300000.0
7958,13932,collections officer,1916,Finance and Insurance,Banking,450000.0
8018,14043,senior test engineer,10097,Finance and Insurance,Banking,1274000.0
8020,14047,compliance analyst,2000,Technology,Software as a Service (SaaS) Development,1170000.0
8062,14118,change management specialist,1682,Technology,Information Technology (IT) Services,840000.0
8086,14158,data scientist,2801,Wholesale Trade,"Dairy Products (except Dried or Canned), Wholesale",3600000.0
8149,14273,telemarketer,11709,Professional Services,Consulting,288000.0
8153,14282,research officer,8702,Energy and Utilities,Renewable Energy Power Generation,570000.0
8181,14322,sales consultant,8894,Professional Services,Credit Bureau,4800000.0
8208,14386,professional services consultant,7818,Professional Services,Consulting,515000.0
8276,14483,training officer,11877,Finance and Insurance,Banking,808800.0
8319,14575,technical architect,11463,Technology,Software Development,3300000.0
8335,14604,assistant editor,620,Finance and Insurance,Financial Services,523202.0
8336,14605,reporter,8648,Media and Publishing,Media Network,204000.0
8337,14607,medical writer,6629,Engineering and Sciences,Industrial Technologies Research and Development,960000.0
8351,14642,strategic sourcing specialist,10864,Manufacturing,Food Manufacturing,793000.0
8396,14741,data engineer,2747,Professional Services,"Marketing, Advertising, and Media Management",2400000.0
8455,14866,senior internal auditor,9575,Accommodation and Food Services,Casino and Resort,1478462.0
8466,14888,senior compliance specialist,9385,Finance and Insurance,Investment Holding Company,2000000.0
8467,14891,sales officer,8924,Finance and Insurance,"Trust, Fiduciary, and Custody Activities",706200.0
8468,14894,bank officer,1150,Finance and Insurance,Private Bank,677000.0
8469,14895,accounting officer,173,Professional Services,Interior Design Services,1200000.0
8494,14934,consulting associate,2080,Professional Services,Consulting,192000.0
8501,14945,data management analyst,2772,Retail and Customer Service,Retail,540000.0
8513,14970,market research analyst,6442,Education,Education,320000.0
8528,15004,chief risk officer (cro),1746,Finance and Insurance,Banking,72000.0
8534,15010,credit risk manager,2405,Finance and Insurance,Banking,1000000.0
8538,15016,information systems auditor,5175,Technology,Information Technology (IT) Services,416400.0
8552,15034,market manager,6440,Professional Services,Travel or Hotel Reservation Services,350000.0
8553,15043,software quality engineer,10463,Engineering and Sciences,Information Technology (IT) Consulting,858000.0
8562,15054,medical resident,6623,Health Care,Health Care,180000.0
8686,15283,financial planning analyst,3658,Manufacturing,Mining Machinery and Equipment Manufacturing,1200000.0
8693,15301,corporate counsel,2232,Manufacturing,Manufacturing,2080000.0
8694,15302,corporate attorney,2217,Transportation and Warehousing,Transportation,2561000.0
8722,15362,senior solutions architect,9951,Technology,Information Technology (IT) Services,3439223.0
8761,15430,regulatory affairs specialist,8593,Manufacturing,Food and Beverage Manufacturing,780000.0
8782,15468,logistics assistant,6176,Technology,Information Technology (IT) Services,300000.0
8794,15499,loan officer,6150,Finance and Insurance,"Mortgage Lending, Loans, or Credit Products",567000.0
8799,15511,property manager,8076,Manufacturing,Semiconductor Manufacturing,1300000.0
8809,15531,ios developer,5440,Retail and Customer Service,"e-Commerce, Business to Consumer (B2C)",1020000.0
8820,15548,assistant business manager,613,Finance and Insurance,Banking,432000.0
8822,15551,oracle developer,7101,Technology,Information Technology (IT) Services,1242500.0
8892,15665,client services associate,1805,Technology,Information Services,480000.0
8905,15698,executive director,3433,Professional Services,Consulting,14000000.0
8951,15792,help desk supervisor,4323,Manufacturing,Automotive Systems and Components Manufacturing,660000.0
8952,15793,help desk associate,4322,Engineering and Sciences,Business Process Outsourcing,250000.0
8970,15856,senior research analyst,9881,Professional Services,Marketing Agency,720000.0
8974,15867,front office supervisor,3813,Accommodation and Food Services,Hotels or Motels (except Casino Hotels),264000.0
8976,15869,front desk agent,3802,Accommodation and Food Services,Hotel,360000.0
9023,15953,passenger service agent,7221,Transportation and Warehousing,Airline or Aviation Fixed-Base Operator (FBO),126000.0
9049,15986,business development assistant,1368,Education,Professional and Management Development Training,300000.0
9053,15993,investment analyst,5424,Finance and Insurance,Securities Brokerage,653250.0
9074,16029,communications assistant,1956,Media and Publishing,Non-Profit Health Information Foundation,540000.0
9127,16132,digital marketing manager,3002,Miscellaneous,"Professional, Scientific, and Technical Services",2016000.0
9175,16208,equity analyst,3355,Professional Services,Market Research,840000.0
9192,16251,senior applications engineer,9278,Technology,Software as a Service (SaaS) Development,1190000.0
9244,16338,pharmacy assistant,7315,Health Care,Hospital,300000.0
9359,16590,associate auditor,821,Finance and Insurance,Investment Holding Company,336000.0
9364,16605,senior project engineer,9821,Professional Services,Consulting,485328.0
9466,16741,logistics specialist,6188,Agriculture and Forestry,Agriculture,840000.0
9470,16745,chief audit executive,1724,Manufacturing,Building Materials Manufacturing,3215000.0
9529,16831,art director,573,Technology,Internet Software Services,720000.0
9550,16863,statistician,10833,Technology,"Data Processing, Hosting or Related Services",604956.0
9569,16896,labor relations supervisor,5943,Technology,Software Development,456000.0
9587,16927,junior brand manager,5785,Professional Services,Marketing and Distribution Center,300000.0
9607,16958,incident manager,5103,Engineering and Sciences,Business Process Outsourcing,1200000.0
9664,17056,network specialist,6803,Technology,Telecommunications,813892.0
9695,17103,senior systems administrator,10022,Finance and Insurance,Insurance and Financial Services,1680000.0
9699,17111,accounts payable clerk,210,Professional Services,Travel or Hotel Reservation Services,730000.0
9739,17187,audit specialist,1038,Manufacturing,Manufacturing,1000000.0
9749,17206,editor,3179,Professional Services,Business Consulting,1200000.0
9766,17237,business intelligence specialist,1409,Professional Services,Risk Management,1040000.0
9776,17256,events specialist,3404,Retail and Customer Service,Retail,480000.0
9865,17416,senior credit analyst,9407,Finance and Insurance,Consumer Lending Services,1950000.0
9927,17534,engineering supervisor,3312,Energy and Utilities,Energy or Utilities,641556.0
10069,17754,group account director,4081,Professional Services,"Marketing, Advertising, and Media Management",2600000.0
10082,17782,applications engineer,523,Finance and Insurance,Banking,916500.0
10160,17908,collections manager,1915,Finance and Insurance,"Mortgage Lending, Loans, or Credit Products",1558000.0
10170,17927,legal manager,6109,Transportation and Warehousing,Commercial Aviation or Airline,3000000.0
10183,17946,project management officer,7980,Finance and Insurance,Mortgage Banking,912000.0
10185,17948,project specialist,8050,Professional Services,Business Consulting,800000.0
10187,17951,senior credit officer,9408,Finance and Insurance,Banking,900000.0
10211,17988,project supervisor,8056,Engineering and Sciences,Civil Engineering Services,573600.0
10214,18002,sr. network engineer,10730,Technology,Software as a Service (SaaS) Development,1680000.0
10229,18028,digital project manager,3013,Finance and Insurance,Banking,1800000.0
10235,18039,sap business analyst,8993,Technology,Information Technology (IT) Services,2061800.0
10249,18062,digital marketing specialist,3003,Finance and Insurance,Financial Services,720000.0
10260,18089,information security manager,5158,Finance and Insurance,Health Insurance,2471879.0
10262,18095,web content specialist,12234,Transportation and Warehousing,Transportation,455000.0
10327,18209,finance clerk,3596,Manufacturing,Automotive Manufacturing,163500.0
10328,18210,corporate communications specialist,2228,Transportation and Warehousing,"Shipping, Transportation, Warehousing, or Logistics",1800000.0
10459,18456,product development supervisor,7693,Professional Services,Marketing and Distribution Center,480000.0
10481,18489,machine learning engineer,6210,Technology,Information Technology (IT) Services,910000.0
10504,18527,3d artist,29,Technology,Software Development,910000.0
10509,18543,management consultant,6252,Retail and Customer Service,Trading Post,3600000.0
10531,18577,pricing manager,7468,Engineering and Sciences,Biotechnology Research and Development,840000.0
10581,18670,fashion designer,3532,Retail and Customer Service,Retail,1620000.0
10587,18677,customer experience manager,2508,Finance and Insurance,Financial Services,1140000.0
10595,18687,creative director,2353,Technology,Mobile Applications,3900000.0
10675,18826,business operations manager,1427,Engineering and Sciences,Information Technology (IT) Consulting,1634000.0
10691,18850,custodian,2449,Health Care,Medical Office,175000.0
10704,18871,personal assistant,7291,Engineering and Sciences,Engineering Services,374926.0
10741,18942,billing coordinator,1191,Finance and Insurance,Financial Services,360000.0
10781,19001,senior data scientist,9438,Finance and Insurance,Insurance and Financial Services,2275000.0
10803,19033,cyber security engineer,2696,Engineering and Sciences,Computer or Network Security Services,924000.0
10830,19088,editorial assistant,3183,Government,International Affairs,540000.0
10842,19106,strategic planner,10854,Professional Services,Advertising Agency,276000.0
10845,19109,senior operations analyst,9725,Professional Services,Advertising Agency,960000.0
10862,19139,president and ceo,7456,Professional Services,Industrial Packaging and Services,12000000.0
10876,19159,communications specialist,1964,Engineering and Sciences,Logistics Services,1800000.0
10917,19233,member of the board of directors,6633,Government,Government,6000000.0
10963,19336,test manager,11762,Manufacturing,"Telecommunication, Computer, and Electronic Product Manufacturing",1134000.0
10987,19372,client services coordinator,1806,Technology,Software Services,535000.0
11000,19394,change management consultant,1679,Professional Services,Call Center,348000.0
11001,19397,test technician,11767,Manufacturing,Semiconductor Manufacturing,350000.0
11024,19432,bid manager,1170,Technology,Software Services,2600000.0
11026,19435,headhunter,4304,Professional Services,Human Resources (HR) Consulting Services,600000.0
11061,19493,maintenance engineer,6221,Manufacturing,Manufacturing,1000000.0
11099,19562,business intelligence consultant,1405,Technology,Health Care Information Technology (IT) Services,660000.0
11125,19599,sap project manager,9055,Engineering and Sciences,Information Technology (IT) Consulting,1400000.0
11127,19601,technical project manager,11516,Professional Services,Credit Bureau,1500000.0
11140,19618,actuarial assistant,262,Finance and Insurance,Insurance and Financial Services,401000.0
11156,19654,senior technical recruiter,10082,Technology,Internet Gaming Website,900000.0
11161,19666,medical biller,6612,Engineering and Sciences,Business Process Outsourcing,360000.0
11167,19679,operations support manager,7066,Engineering and Sciences,Business Process Outsourcing,580800.0
11225,19786,sales operations analyst,8925,Government,Human Resource (HR) Program Administration,362400.0
11228,19791,data processor,2787,Professional Services,Market Research,305000.0
11229,19792,data architect,2735,Finance and Insurance,Banking,3500000.0
11244,19823,proposal manager,8082,Technology,Information Technology (IT) Services,1000822.0
11260,19846,agile coach,346,Finance and Insurance,Banking,3071000.0
11263,19852,senior systems developer,10026,Technology,Information Technology (IT) Systems Design or Integration,1053000.0
11279,19880,firmware engineer,3691,Energy and Utilities,Electric Power Distribution,960000.0
11285,19886,senior purchasing manager,9835,Construction,Construction,852000.0
11292,19895,sap basis administrator,8981,Engineering and Sciences,Information Technology (IT) Consulting,942500.0
11306,19919,unix system administrator,12029,Engineering and Sciences,Business Process Outsourcing,613500.0
11311,19934,data center manager,2737,Technology,Telecommunications,2148000.0
11351,19999,ux designer,12062,Engineering and Sciences,Business Process Outsourcing,960000.0
11407,20104,administrative specialist,307,Energy and Utilities,Fossil Fuel Power Generation,360000.0
11408,20106,medical records specialist,6622,Health Care,Emergency Medical Services,180000.0
11421,20129,user experience architect,12048,Technology,Telecommunications,1320000.0
11426,20136,senior technical writer,10092,Professional Services,Auditing and Business Advisory Services,1000000.0
11544,20349,implementation analyst,5065,Technology,Software as a Service (SaaS) Development,600000.0
11556,20380,behavior therapist,1162,Education,Education,504000.0
11557,20385,duty manager,3147,Technology,Information Technology (IT) Services,720000.0
11581,20422,junior financial analyst,5815,Professional Services,Consulting,950000.0
11600,20459,quality control inspector,8235,Energy and Utilities,Energy or Utilities,1526400.0
11616,20497,junior sap consultant,5863,Technology,Information Technology (IT) Systems Design or Integration,420000.0
11621,20512,associate editor,854,Media and Publishing,Media Network,345768.0
11661,20580,salesforce developer,8958,Professional Services,Call Center,1650000.0
11744,20740,senior data engineer,9431,Finance and Insurance,Banking,2000000.0
11815,20865,service desk manager,10194,Professional Services,Help Desk and Call Center Outsourcing,1308000.0
11880,21000,finance assistant,3593,Technology,Online Game Publishing,900000.0
11909,21048,service manager,10220,Engineering and Sciences,Business Process Outsourcing,960000.0
11915,21061,visual designer,12164,Health Care,Health Care,700000.0
11916,21062,junior art director,5759,Professional Services,Advertising Agency,324000.0
11937,21092,linux system administrator,6143,Transportation and Warehousing,"Shipping, Transportation, Warehousing, or Logistics",1560000.0
11958,21146,learning facilitator,6081,Engineering and Sciences,Business Process Outsourcing,790000.0
11962,21152,farm manager,3531,Agriculture and Forestry,Agribusiness,840000.0
12092,21381,linux systems administrator,6145,Finance and Insurance,Insurance and Financial Services,1200000.0
12179,21536,actuarial analyst,261,Professional Services,Consulting,1700000.0
12204,21587,equipment engineer,3354,Manufacturing,Semiconductor Chip Manufacturing,384000.0
12214,21610,senior security consultant,9903,Technology,Telecommunications,2000000.0
12236,21668,associate business analyst,824,Technology,Software Development,264000.0
12242,21691,senior account executive,9213,Engineering and Sciences,Information Technology (IT) Consulting,2730000.0
